id,ship_mode,segment,city,state,region,category,sub-category,product_name,sales,quantity,discount,profit,order_year,order_month,order_day,order_day_of_week,is_weekend,shipping_duration,unit_price,price_cluster
3807,Standard Class,Corporate,Plantation,Florida,South,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,2,0.7,-4.0158,2015,11,12,3,0,7,2.619,0
3808,Standard Class,Corporate,Plantation,Florida,South,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296,2015,11,12,3,0,7,1.554,0
3819,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,12.816,3,0.2,4.3254,2017,10,9,0,0,5,4.272,0
3822,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,Durable Pressboard Binders,18.24,6,0.2,6.156,2017,10,9,0,0,5,3.0399999999999996,0
3825,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,12.96,9,0.2,4.536,2015,9,14,0,0,4,1.4400000000000002,0
3832,Standard Class,Consumer,Dover,Delaware,East,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",19.96,2,0.0,9.3812,2015,11,14,5,1,5,9.98,0
3842,First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245,2014,10,28,1,0,3,3.592,0
3848,First Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,691.96,4,0.0,318.3016,2017,9,22,4,0,1,172.99,0
3852,First Class,Consumer,Rockford,Illinois,Central,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,8,0.8,-53.7088,2017,11,26,6,1,3,4.196,0
3855,Second Class,Consumer,San Antonio,Texas,Central,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,2017,10,23,0,0,5,1.188,0
3861,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638,2014,5,3,5,1,7,13.392000000000001,0
3862,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9498,2014,5,3,5,1,7,3.632,0
3874,Second Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.058,7,0.7,-63.1092,2016,9,5,0,0,2,12.294,0
3877,Standard Class,Consumer,Tampa,Florida,South,Office Supplies,Binders,Canvas Sectional Post Binders,38.19,5,0.7,-26.733,2016,10,28,4,0,5,7.638,0
3885,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128,4,0.8,-20.6176,2017,1,29,6,1,4,3.032,0
3894,Standard Class,Home Office,Bolingbrook,Illinois,Central,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.98,5,0.8,-16.467,2014,11,22,5,1,6,1.996,0
3905,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Cardinal Slant-D Ring Binders,10.428,4,0.7,-6.952,2015,4,5,6,1,5,2.607,0
3917,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,Acco Expandable Hanging Binders,7.656,4,0.7,-6.1248,2017,7,18,1,0,5,1.914,0
3920,Standard Class,Corporate,Chesapeake,Virginia,South,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96,4,0.0,30.7008,2015,12,1,1,0,6,15.99,0
3927,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.3185,2014,9,17,2,0,4,27.448,0
3941,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048,1,0.2,1.0287,2017,5,18,3,0,5,3.048,0
3951,Second Class,Consumer,Freeport,New York,East,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2,0.2,6.0368,2014,11,28,4,0,2,8.624,0
3957,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,11.277,3,0.7,-8.6457,2016,5,29,6,1,4,3.759,0
3960,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,38.28,6,0.0,17.6088,2015,10,19,0,0,5,6.38,0
3967,First Class,Home Office,Colorado Springs,Colorado,West,Office Supplies,Binders,GBC Durable Plastic Covers,40.635,7,0.7,-32.508,2016,5,20,4,0,3,5.805,0
3968,Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,Avery Poly Binder Pockets,5.728,8,0.8,-9.1648,2015,6,1,0,0,4,0.716,0
3973,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,0.2,9.3125,2016,3,29,1,0,4,5.96,0
3975,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,GBC Plastic Binding Combs,41.328,7,0.2,14.9814,2016,3,29,1,0,4,5.904000000000001,0
4028,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864,8,0.8,-22.512,2017,8,11,4,0,2,1.608,0
4034,Same Day,Corporate,Lorain,Ohio,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693,3,0.7,-14.3313,2016,12,12,0,0,0,6.231000000000001,0
4040,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,2014,12,29,0,0,4,4.784,0
4045,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,Aluminum Screw Posts,9.156,3,0.8,-13.734,2015,4,2,3,0,5,3.052,0
4061,First Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,0.2,7.8225,2015,9,17,3,0,3,8.344,0
4069,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,9,0.8,-21.681,2016,8,28,6,1,3,1.46,0
4070,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024,4,0.8,-16.5396,2016,8,28,6,1,3,2.506,0
4076,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04,2,0.0,3.3088,2015,12,19,5,1,2,3.52,0
4081,Standard Class,Corporate,Tigard,Oregon,West,Office Supplies,Binders,GBC Poly Designer Binding Covers,5.022,1,0.7,-3.5154,2016,9,25,6,1,4,5.022,0
4082,Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395,2017,6,24,5,1,6,60.998,0
4084,First Class,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7.857,3,0.7,-6.0237,2017,9,7,3,0,2,2.619,0
4086,Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952,3,0.2,7.0713,2016,8,4,3,0,2,6.984000000000001,0
4087,Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3,0.2,3.9771,2016,8,4,3,0,2,3.9280000000000004,0
4091,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,2016,4,1,4,0,4,4.784,0
4098,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95,5,0.0,4630.4755,2014,9,23,1,0,5,1889.9900000000002,1
4099,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,GBC Instant Report Kit,12.94,2,0.0,6.47,2014,9,23,1,0,5,6.47,0
4105,Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,2,0.2,4.644,2017,8,7,0,0,6,6.88,0
4106,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,0.8,-6.8992,2016,8,22,0,0,4,2.156,0
4115,First Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1219.96,5,0.2,381.2375,2016,11,24,3,0,3,243.99200000000002,0
4116,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,3.168,2,0.2,0.99,2015,11,24,1,0,5,1.584,0
4119,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,91.392,8,0.2,29.7024,2015,11,24,1,0,5,11.424,0
4123,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",26.032,2,0.2,9.4366,2017,5,11,3,0,1,13.016,0
4130,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",14.48,5,0.8,-23.892,2014,11,18,1,0,7,2.896,0
4135,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12,5,0.2,42.045,2017,10,2,0,0,6,22.424,0
4138,First Class,Corporate,Deer Park,Texas,Central,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,6.924,6,0.8,-10.386,2016,12,30,4,0,2,1.1540000000000001,0
4142,Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,57.42,9,0.0,26.4132,2014,5,19,0,0,4,6.38,0
4147,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,3,0.8,-15.1311,2017,10,23,0,0,5,3.254,0
4154,Standard Class,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4,0.7,-27.9312,2016,12,29,3,0,5,9.522,0
4155,Standard Class,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656,2016,12,29,3,0,5,0.9359999999999999,0
4157,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",26.064,6,0.7,-19.9824,2015,12,5,5,1,4,4.344,0
4163,Standard Class,Consumer,Dover,New Hampshire,East,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,671.94,3,0.0,315.8118,2015,3,14,5,1,4,223.98000000000002,0
4172,Same Day,Consumer,Columbia,South Carolina,South,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14.2,2,0.0,6.532,2016,7,1,4,0,0,7.1,0
4174,Same Day,Consumer,Columbia,South Carolina,South,Office Supplies,Binders,Binding Machine Supplies,58.34,2,0.0,28.0032,2016,7,1,4,0,0,29.17,0
4179,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,Economy Binders,14.976,9,0.2,5.4288,2017,3,6,0,0,4,1.6640000000000001,0
4180,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.24,5,0.8,-6.36,2017,10,7,5,1,4,0.8480000000000001,0
4186,Standard Class,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6.874,7,0.8,-10.6547,2017,5,18,3,0,5,0.982,0
4187,Standard Class,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",1.996,1,0.8,-3.2934,2017,5,18,3,0,5,1.996,0
4198,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,4,0.7,-14.5536,2016,12,3,5,1,5,4.548,0
4206,Second Class,Consumer,Cranston,Rhode Island,East,Office Supplies,Binders,GBC Recycled VeloBinder Covers,34.08,2,0.0,15.6768,2014,10,31,4,0,2,17.04,0
4214,Standard Class,Consumer,Mishawaka,Indiana,Central,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,3,0.0,64.2,2016,3,4,4,0,4,42.800000000000004,0
4220,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288,6,0.2,6.6294,2017,6,11,6,1,2,3.048,0
4224,First Class,Consumer,Quincy,Illinois,Central,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,2,0.8,-3.2406,2016,9,30,4,0,3,0.982,0
4230,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.394,9,0.8,-17.6607,2017,7,5,2,0,5,1.266,0
4233,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,Tuf-Vin Binders,6.316,1,0.8,-10.4214,2017,7,5,2,0,5,6.316,0
4236,Standard Class,Home Office,Rockford,Illinois,Central,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,4,0.8,-18.8364,2016,7,23,5,1,4,2.854,0
4241,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20.232,3,0.2,6.5754,2014,9,20,5,1,6,6.744,0
4248,Second Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,6,0.0,40.5168,2016,12,1,3,0,4,14.68,0
4255,First Class,Consumer,Freeport,Illinois,Central,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,96.784,4,0.8,-145.176,2017,10,13,4,0,3,24.196,0
4257,Standard Class,Corporate,Medford,Oregon,West,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,2,0.7,-6.8334,2015,9,4,4,0,5,4.881,0
4263,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,3,0.7,-7.782,2017,11,3,4,0,5,3.891,0
4265,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,2016,11,5,5,1,4,1.188,0
4267,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.588,3,0.8,-20.1408,2016,11,5,5,1,4,4.196,0
4274,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,Avery Non-Stick Binders,3.592,1,0.2,1.1225,2015,10,23,4,0,5,3.592,0
4279,Standard Class,Corporate,Lakewood,New Jersey,East,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,5,0.0,11.891,2016,4,16,5,1,4,5.0600000000000005,0
4283,First Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,3,0.0,496.7865,2014,12,20,5,1,3,367.99,0
4288,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,33.28,5,0.8,-49.92,2015,5,17,6,1,4,6.656000000000001,0
4306,Same Day,Corporate,Los Angeles,California,West,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,3,0.2,2.8101,2016,6,28,1,0,0,2.584,0
4307,Same Day,Corporate,Los Angeles,California,West,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,2,0.2,11.7488,2016,6,28,1,0,0,16.784,0
4310,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,21.936,3,0.2,8.226,2014,11,4,1,0,7,7.312,0
4315,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,0.2,27.735,2015,6,25,3,0,6,29.584,0
4321,Standard Class,Consumer,Akron,Ohio,East,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952,2,0.7,-11.9616,2015,2,14,5,1,5,7.476,0
4323,Standard Class,Consumer,Akron,Ohio,East,Office Supplies,Binders,Acco Hanging Data Binders,2.286,2,0.7,-1.6764,2015,2,14,5,1,5,1.143,0
4332,Standard Class,Consumer,Redmond,Washington,West,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,5,0.2,8.022,2017,9,1,4,0,5,4.5840000000000005,0
4342,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",19.824,6,0.2,6.6906,2017,3,19,6,1,3,3.3040000000000003,0
4348,Second Class,Consumer,Mesa,Arizona,West,Office Supplies,Binders,GBC Recycled Grain Textured Covers,20.724,2,0.7,-15.1976,2017,11,24,4,0,5,10.362,0
4354,Second Class,Corporate,Asheville,North Carolina,South,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.008,8,0.7,-12.672,2017,11,24,4,0,2,2.376,0
4355,Second Class,Consumer,Clarksville,Tennessee,South,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1598.058,7,0.7,-1065.372,2015,12,4,4,0,3,228.294,0
4369,Standard Class,Home Office,Lawrence,Indiana,Central,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9,5,0.0,50.352,2016,11,5,5,1,5,20.98,0
4382,Standard Class,Consumer,Highland Park,Illinois,Central,Office Supplies,Binders,Avery Durable Binders,2.88,5,0.8,-4.464,2015,7,20,0,0,7,0.576,0
4387,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,0.2,7.8225,2016,10,27,3,0,6,8.344,0
4395,Same Day,Consumer,Springfield,Ohio,East,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,3,0.7,-21.888,2014,7,20,6,1,0,9.12,0
4408,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,1,0.0,2.3077,2016,11,20,6,1,5,4.91,0
4414,Standard Class,Corporate,Lawrence,Massachusetts,East,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,387.99,1,0.0,182.3553,2017,8,19,5,1,4,387.99,0
4417,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,GBC Recycled Regency Composition Covers,478.24,8,0.0,219.9904,2017,4,9,6,1,3,59.78,0
4419,Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5.484,4,0.7,-4.0216,2014,12,17,2,0,7,1.371,0
4425,First Class,Corporate,Sandy Springs,Georgia,South,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0.0,54.6912,2017,5,18,3,0,1,18.99,0
4435,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.182,1,0.8,-3.6003,2016,5,3,1,0,5,2.182,0
4446,Standard Class,Home Office,Bloomington,Indiana,Central,Office Supplies,Binders,Wilson Jones Active Use Binders,29.12,4,0.0,14.2688,2014,11,16,6,1,5,7.28,0
4456,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2,0.2,2.1492,2015,9,3,3,0,5,3.184,0
4462,First Class,Home Office,Aurora,Colorado,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,4,0.7,-58.8616,2017,9,28,3,0,3,19.194,0
4465,Standard Class,Corporate,Boise,Idaho,West,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,1,0.2,1.1151,2015,8,7,4,0,4,3.304,0
4482,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43.584,12,0.2,15.7992,2016,11,3,3,0,5,3.632,0
4484,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,0.2,3.0212,2016,11,3,3,0,5,4.648,0
4487,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5,0.8,-25.2185,2015,9,5,5,1,6,3.254,0
4489,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,3,0.8,-7.8225,2015,9,5,5,1,6,1.49,0
4497,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,4,0.7,-462.8624,2017,12,2,5,1,7,157.794,0
4500,Standard Class,Corporate,Bakersfield,California,West,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,0.2,8.12,2016,4,10,6,1,6,4.64,0
4511,Standard Class,Corporate,Springfield,Missouri,Central,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,0.0,39.3408,2016,11,10,3,0,4,40.98,0
4512,First Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",54.792,6,0.7,-40.1808,2016,10,2,6,1,1,9.132,0
4517,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,7,0.2,15.8158,2016,9,15,3,0,5,6.952,0
4529,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Binder Posts,2.296,2,0.8,-3.9032,2016,11,14,0,0,4,1.148,0
4536,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,GBC VeloBinder Manual Binding System,86.376,3,0.2,30.2316,2017,7,8,5,1,4,28.792,0
4541,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,5.936,7,0.8,-8.904,2017,6,16,4,0,5,0.848,0
4546,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,1.928,2,0.8,-2.9884,2015,7,12,6,1,5,0.964,0
4554,Second Class,Consumer,La Crosse,Wisconsin,Central,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,56.82,3,0.0,28.41,2016,2,27,5,1,3,18.94,0
4557,Standard Class,Consumer,Glendale,Arizona,West,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',8.559,1,0.7,-6.5619,2017,10,21,5,1,7,8.559,0
4566,Standard Class,Consumer,Fayetteville,North Carolina,South,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",28.782,6,0.7,-21.1068,2017,12,3,6,1,7,4.797,0
4568,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,10.476,6,0.8,-17.2854,2015,11,8,6,1,5,1.7460000000000002,0
4571,Second Class,Home Office,Wichita,Kansas,Central,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,127.96,2,0.0,60.1412,2015,5,25,0,0,2,63.98,0
4577,Standard Class,Consumer,Lewiston,Idaho,West,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,0.2,3.3544,2014,4,11,4,0,5,9.584,0
4578,Standard Class,Home Office,Hampton,Virginia,South,Office Supplies,Binders,Vinyl Sectional Post Binders,113.1,3,0.0,56.55,2015,6,9,1,0,6,37.699999999999996,0
4586,Second Class,Home Office,Danville,California,West,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,0.2,206.6232,2017,11,2,3,0,2,98.392,0
4608,Standard Class,Consumer,Rochester,New York,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2,0.2,2.0574,2015,5,28,3,0,5,3.048,0
4611,Second Class,Corporate,Gulfport,Mississippi,South,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,0.0,15.68,2016,1,24,6,1,2,7.84,0
4620,First Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93,2017,12,24,6,1,1,30.16,0
4641,Second Class,Consumer,Fort Collins,Colorado,West,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,3.168,4,0.7,-2.5344,2017,10,22,6,1,2,0.792,0
4643,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6.368,2,0.2,2.1492,2015,8,2,6,1,4,3.184,0
4664,Standard Class,Consumer,Pembroke Pines,Florida,South,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,7.506,9,0.7,-6.0048,2016,9,22,3,0,4,0.8340000000000001,0
4668,Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Binders,Avery Durable Poly Binders,11.06,10,0.8,-18.802,2017,5,6,5,1,5,1.106,0
4676,Standard Class,Consumer,Logan,Utah,West,Office Supplies,Binders,GBC Wire Binding Combs,33.088,4,0.2,11.1672,2014,3,14,4,0,5,8.272,0
4680,Standard Class,Consumer,Logan,Utah,West,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,2,0.2,20.1656,2014,3,14,4,0,5,31.024,0
4685,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3.486,2,0.7,-2.7888,2016,8,29,0,0,5,1.743,0
4688,Standard Class,Consumer,Lancaster,Pennsylvania,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,0.7,-4.7625,2017,3,30,3,0,4,1.143,0
4694,Same Day,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,0.0,14.4648,2015,12,17,3,0,0,7.38,0
4707,First Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,2017,6,29,3,0,1,179.184,0
4711,Same Day,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Avery Round Ring Poly Binders,0.852,1,0.7,-0.5964,2014,3,31,0,0,0,0.852,0
4724,Standard Class,Home Office,Apopka,Florida,South,Office Supplies,Binders,Ibico Standard Transparent Covers,9.888,2,0.7,-6.9216,2016,11,11,4,0,4,4.944,0
4728,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,123.144,7,0.2,46.179,2014,11,7,4,0,5,17.592000000000002,0
